Church	[7, ['bishop', 'church', 'congregation', 'pastor', 'preacher', 'priest', 'priesthood']]
Pastor	[2, ['church', 'pastor']]
Priest	[3, ['church', 'priest', 'priesthood']]
Service	[3, ['church', 'congregation', 'service']]
Text	[2, ['church', 'text']]
Time	[4, ['church', 'prayer', 'situation', 'study']]
Place	[5, ['guard', 'history', 'person', 'place', 'population']]
Population	[2, ['homeland', 'population']]
Building	[3, ['building', 'residence', 'room']]
Furniture	[3, ['household', 'office', 'room']]
Room	[2, ['home', 'room']]
Theme	[3, ['party', 'tale', 'theme']]
Thing	[18, ['belief', 'black', 'desire', 'detail', 'end', 'half', 'instance', 'merchant', 'name', 'origin', 'owner', 'part', 'piece', 'plantation', 'support', 'theme', 'thing', 'writing']]
Guest	[2, ['guest', 'wedding']]
State	[4, ['county', 'governor', 'land', 'state']]
Doctor	[2, ['condition', 'doctor']]
Hospital	[2, ['doctor', 'physician']]
Movement	[2, ['activist', 'movement']]
Country	[16, ['actor', 'census', 'coast', 'colonist', 'country', 'governor', 'homeland', 'independence', 'island', 'land', 'location', 'native', 'origin', 'region', 'relation', 'state']]
Language	[5, ['homeland', 'language', 'literacy', 'native', 'text']]
Organizer	[2, ['convention', 'party']]
Party	[2, ['party', 'politic']]
Tool	[2, ['blacksmith', 'carpenter']]
Organization	[8, ['donation', 'island', 'member', 'official', 'organization', 'school', 'supporter', 'worker']]
Department	[4, ['officer', 'overseer', 'professor', 'university']]
Professor	[2, ['professor', 'university']]
Subject	[10, ['biographer', 'biography', 'controversy', 'desire', 'opportunity', 'professor', 'school', 'study', 'subject', 'teacher']]
Product	[7, ['merchant', 'price', 'purchase', 'review', 'shop', 'store', 'trade']]
User	[4, ['account', 'permission', 'review', 'support']]
Response	[2, ['response', 'suffering']]
Skill	[4, ['practice', 'seamstress', 'skill', 'website']]
Writing	[2, ['literacy', 'writing']]
Customer	[3, ['purchase', 'sale', 'service']]
Provider	[2, ['assistance', 'service']]
Individual	[9, ['attempt', 'authority', 'condition', 'discrimination', 'favor', 'individual', 'marriage', 'society', 'strength']]
Position	[4, ['authority', 'organization', 'position', 'president']]
City	[10, ['coast', 'country', 'homeland', 'land', 'location', 'nation', 'origin', 'region', 'settlement', 'state']]
Continent	[2, ['country', 'nation']]
Prince	[2, ['kingdom', 'prince']]
Cuisine	[2, ['chef', 'meal']]
Member	[4, ['community', 'congregation', 'legislature', 'militia']]
Case	[5, ['case', 'court', 'courthouse', 'justice', 'trial']]
Topic	[3, ['conversation', 'editor', 'speaker']]
Duty	[2, ['duty', 'guard']]
Guard	[2, ['guard', 'prison']]
Unit	[4, ['conversion', 'resource', 'unit', 'volume']]
Captain	[2, ['captain', 'ship']]
Impact	[2, ['circumstance', 'risk']]
Author	[17, ['audiobook', 'author', 'autobiography', 'bibliography', 'biography', 'book', 'example', 'information', 'literature', 'manuscript', 'page', 'poem', 'preface', 'report', 'story', 'tale', 'text']]
Creator	[2, ['information', 'statue']]
Medium	[3, ['information', 'medium', 'painting']]
Origin	[2, ['origin', 'slaveholder']]
Property	[2, ['property', 'slaveholder']]
Slave	[4, ['enslaver', 'manumission', 'slaveholder', 'slavery']]
Conclusion	[2, ['argument', 'end']]
Book	[10, ['author', 'autobiography', 'bibliography', 'biographer', 'book', 'example', 'isbn', 'literature', 'reader', 'tale']]
Software	[2, ['system', 'version']]
System	[2, ['principle', 'system']]
Item	[8, ['auction', 'collection', 'exchange', 'exhibit', 'list', 'order', 'sale', 'total']]
Langstring	[3, ['material', 'prisoner', 'trader']]
Trader	[3, ['trade', 'trader', 'trading']]
Ingredient	[3, ['dinner', 'food', 'meal']]
Artist	[4, ['art', 'artist', 'painting', 'song']]
Role	[7, ['crew', 'militia', 'permission', 'project', 'role', 'society', 'trading']]
Trade	[2, ['trade', 'trading']]
Double	[9, ['donation', 'mean', 'nation', 'point', 'price', 'river', 'state', 'value', 'vessel']]
Point	[2, ['line', 'point']]
BirthPlace	[2, ['birth', 'origin']]
Value	[2, ['respect', 'value']]
Congregation	[2, ['congregation', 'pastor']]
Task	[3, ['ability', 'plan', 'task']]
Institution	[5, ['institution', 'researcher', 'scholar', 'society', 'teacher']]
Participant	[4, ['battle', 'conversation', 'raid', 'result']]
Election	[2, ['politic', 'vote']]
Politician	[2, ['politic', 'politician']]
Category	[2, ['merchant', 'shop']]
House	[2, ['home', 'neighbor']]
Owner	[4, ['domain', 'estate', 'home', 'owner']]
School	[4, ['girl', 'institution', 'society', 'teacher']]
Cemetery	[2, ['cemetery', 'funeral']]
Food	[2, ['food', 'portion']]
Soldier	[2, ['soldier', 'troop']]
Group	[2, ['group', 'majority']]
Color	[5, ['appearance', 'black', 'color', 'eye', 'figure']]
Currency	[2, ['earning', 'money']]
Child	[2, ['mother', 'parent']]
Mother	[2, ['birth', 'mother']]
Parent	[2, ['mother', 'parent']]
Article	[3, ['article', 'newspaper', 'press']]
Student	[6, ['class', 'school', 'student', 'subject', 'teacher', 'university']]
Teacher	[3, ['class', 'school', 'teacher']]
Practice	[2, ['abolitionism', 'practice']]
SkillLevel	[2, ['level', 'practice']]
Region	[3, ['homeland', 'nation', 'region']]
Gender	[3, ['actor', 'baby', 'individual']]
Court	[4, ['court', 'justice', 'law', 'lawyer']]
Defendant	[2, ['court', 'law']]
Judge	[5, ['court', 'courthouse', 'judge', 'justice', 'law']]
Lawyer	[5, ['court', 'courthouse', 'justice', 'law', 'lawyer']]
Plaintiff	[2, ['court', 'law']]
Level	[2, ['independence', 'level']]
Material	[7, ['box', 'carriage', 'clothe', 'construction', 'figure', 'material', 'vessel']]
Prayer	[2, ['missionary', 'prayer']]
Anyuri	[3, ['comment', 'domain', 'website']]
Website	[2, ['domain', 'website']]
Sermon	[2, ['pastor', 'preacher']]
Document	[2, ['document', 'introduction']]
Publisher	[4, ['audiobook', 'isbn', 'obituary', 'publisher']]
King	[2, ['kingdom', 'queen']]
Street	[2, ['location', 'neighbor']]
Action	[4, ['agent', 'mission', 'permission', 'respect']]
Agent	[3, ['agent', 'judge', 'mission']]
Company	[2, ['company', 'work']]
Employee	[2, ['office', 'work']]
Outcome	[2, ['decision', 'rebellion']]
Gyear	[2, ['carriage', 'decade']]
Statement	[2, ['statement', 'truth']]
Crew	[2, ['crew', 'ship']]
Audience	[2, ['audience', 'speaker']]
Activist	[2, ['activism', 'activist']]
Disease	[3, ['disease', 'health', 'treatment']]
Patient	[2, ['health', 'physician']]
Symptom	[2, ['condition', 'health']]
Treatment	[3, ['condition', 'health', 'treatment']]
Man	[2, ['man', 'widow']]
Buyer	[2, ['purchase', 'trade']]
Vehicle	[3, ['crew', 'passenger', 'transportation']]
XMLLiteral	[2, ['force', 'idea']]
Destination	[4, ['passenger', 'pilgrimage', 'tour', 'travel']]
Actor	[4, ['actor', 'controversy', 'film', 'play']]
TimePeriod	[2, ['history', 'time']]
Biography	[2, ['biographer', 'biography']]
Regiment	[2, ['regiment', 'soldier']]
War	[2, ['soldier', 'veteran']]
Target	[2, ['attack', 'raid']]
Recipient	[2, ['aid', 'reward']]
Genre	[5, ['artist', 'film', 'literature', 'song', 'story']]
Religion	[2, ['pilgrimage', 'priesthood']]
Style	[2, ['art', 'style']]
Character	[4, ['character', 'scene', 'story', 'tale']]
Story	[2, ['story', 'tale']]
Activity	[2, ['activity', 'difficulty']]
Size	[2, ['appearance', 'clothing']]
Detail	[2, ['detail', 'request']]
Part	[2, ['introduction', 'part']]
Victim	[2, ['assault', 'rescue']]
Abolition	[2, ['abolition', 'slavery']]
Shape	[3, ['appearance', 'eye', 'figure']]
Monument	[2, ['memorial', 'monument']]
Principle	[2, ['justice', 'principle']]
Memorial	[2, ['cemetery', 'memorial']]
Price	[2, ['price', 'trade']]
Nonnegativeinteger	[2, ['ability', 'servant']]
Director	[2, ['film', 'play']]
Script	[2, ['language', 'play']]
University	[3, ['institution', 'student', 'university']]
Entry	[2, ['diary', 'entry']]
Course	[4, ['course', 'ed', 'student', 'university']]
Status	[2, ['request', 'status']]
Beneficiary	[2, ['behalf', 'pension']]
